Input name,State of optimization,time for just solving,time overall,was successful?,max distance
prop_000_0.015.vnnlib,wrong classification
prop_001_0.015.vnnlib,finished,1.3013062477111816,11.521410465240479,False,37.19686269259058
prop_002_0.015.vnnlib,finished,8.293420791625977,1992.6156857013702,False,18422.12591745148
prop_003_0.015.vnnlib,finished,10.19158411026001,806.9961338043213,False,11144.622959932422
prop_004_0.015.vnnlib,finished,1.1073896884918213,1363.27805352211,False,4497.834525150814
prop_005_0.015.vnnlib,finished,0.8394699096679688,192.84484028816223,False,904.3451079385522
prop_006_0.015.vnnlib,finished,1.077115535736084,462.37341594696045,False,3704.398531034928
prop_007_0.015.vnnlib,finished,1.1454079151153564,8.017703533172607,False,11.013384771124906
prop_008_0.015.vnnlib,finished,5.292525053024292,1392.0163671970367,False,23293.613912121848
prop_009_0.015.vnnlib,finished,1.1724088191986084,320.6202895641327,False,1533.5002146135657
prop_010_0.015.vnnlib,finished,0.9281253814697266,47.28960871696472,False,493.32297887163224
prop_011_0.015.vnnlib,finished,1.4210667610168457,673.5561528205872,False,5184.333387135437
prop_012_0.015.vnnlib,finished,0.871814489364624,12.3439621925354,False,35.36176449682839
prop_013_0.015.vnnlib,finished,0.8676931858062744,105.62526631355286,False,1084.5193347300137
prop_014_0.015.vnnlib,finished,1.3340163230895996,902.0754499435425,False,7099.1624294202675
prop_015_0.015.vnnlib,finished,0.788964033126831,43.05024743080139,False,442.76071620626794
prop_016_0.015.vnnlib,finished,1.0010688304901123,243.2226939201355,False,2692.3417791190927
prop_017_0.015.vnnlib,finished,6.497707366943359,652.8307449817657,False,8814.482466956959
prop_018_0.015.vnnlib,finished,10.726634502410889,1286.6489663124084,False,29749.05772354703
prop_019_0.015.vnnlib,finished,1.143693447113037,929.3505957126617,False,6048.458237431871
prop_020_0.015.vnnlib,finished,0.9055798053741455,231.58433389663696,False,1308.1549740282414
prop_021_0.015.vnnlib,finished,0.8256349563598633,28.90050745010376,False,296.9843060927916
prop_022_0.015.vnnlib,finished,1.2513782978057861,726.0874474048615,False,5168.662933147454
prop_023_0.015.vnnlib,finished,1.1236660480499268,538.028796672821,False,3521.626509624794
prop_024_0.015.vnnlib,wrong classification
prop_025_0.015.vnnlib,finished,0.7614643573760986,12.38220477104187,False,85.61827561131156
prop_026_0.015.vnnlib,finished,1.4360473155975342,1017.481773853302,False,5437.06649659292
prop_027_0.015.vnnlib,lirpa classified
prop_028_0.015.vnnlib,finished,0.8708200454711914,23.88783550262451,False,224.16610589053488
prop_029_0.015.vnnlib,wrong classification
prop_030_0.015.vnnlib,finished,1.2038202285766602,810.6411125659943,False,4963.009968806972
prop_031_0.015.vnnlib,finished,6.189880847930908,564.2959969043732,False,5035.848621603913
prop_032_0.015.vnnlib,finished,4.087679386138916,927.8539271354675,False,20526.841028609353
prop_033_0.015.vnnlib,finished,10.227429866790771,329.97612953186035,False,9199.783226162239
prop_034_0.015.vnnlib,finished,0.8217155933380127,53.59165406227112,False,545.7936079903185
prop_035_0.015.vnnlib,finished,8.242450714111328,1775.0973947048187,False,20269.222368324077
prop_036_0.015.vnnlib,finished,8.505980730056763,465.0474548339844,False,6709.645791844137
prop_037_0.015.vnnlib,finished,1.843958854675293,9.117506742477417,False,11.183875299927198
prop_038_0.015.vnnlib,finished,1.0847787857055664,307.30969405174255,False,2980.34617586274
prop_039_0.015.vnnlib,finished,1.0405967235565186,456.13172698020935,False,3212.153497154165
prop_040_0.015.vnnlib,finished,1.2883658409118652,778.778377532959,False,5509.891439926567
prop_041_0.015.vnnlib,finished,0.9708425998687744,208.82022356987,False,975.4610577392735
prop_042_0.015.vnnlib,finished,3.900937557220459,1893.1708693504333,False,23817.661355624274
prop_043_0.015.vnnlib,finished,1.1352221965789795,1232.4661095142365,False,5941.7815395559
prop_044_0.015.vnnlib,finished,9.067178964614868,590.0505843162537,False,9636.600718367077
prop_045_0.015.vnnlib,finished,7.033650875091553,119.47677755355835,False,3099.013481618231
prop_046_0.015.vnnlib,finished,1.09635329246521,764.1048853397369,False,4136.302641315485
prop_047_0.015.vnnlib,finished,6.803412914276123,330.5145163536072,False,4616.1206999167725
prop_048_0.015.vnnlib,wrong classification
prop_049_0.015.vnnlib,finished,3.8517587184906006,19.800429821014404,False,155.10932019999603
