Input name,State of optimization,time for just solving,time overall,was successful?,max distance,total_time_per_layer,neuron_refinement_time_per_layer,data_sampling_time_per_layer,icnn_training_time_per_layer_total,icnn_training_time_per_layer_per_icnn,icnn_verification_time_per_layer_total,icnn_verification_time_per_layer_per_icnn,settings:,"crown_method: alpha-crown, tighten_bounds: True, time_out: 3600, time_per_neuron_refinement: 10, allow_heuristic_timeout_estimate: True"
prop_000_0.015.vnnlib,wrong classification
prop_001_0.015.vnnlib,finished,1.4946584701538086,443.80136799812317,False,8.526498083411395,[],"[6.27, 10.91, 16.76, 28.79, 55.73, 99.69, 195.94, 21.4]",[],[],[],[],[]
prop_002_0.015.vnnlib,finished,13.718268632888794,2575.5216920375824,False,13370.805235838092,[],"[12.93, 28.76, 93.23, 337.34, 633.41, 675.89, 730.22, 42.03]",[],[],[],[],[]
prop_003_0.015.vnnlib,finished,32.366634368896484,2306.79958152771,False,8662.012660974591,[],"[10.48, 18.33, 54.08, 182.75, 567.19, 680.7, 712.93, 40.0]",[],[],[],[],[]
prop_004_0.015.vnnlib,finished,20.22018027305603,2260.5025672912598,False,5696.764384743636,[],"[8.4, 18.03, 51.05, 195.87, 553.6, 640.84, 724.91, 39.54]",[],[],[],[],[]
prop_005_0.015.vnnlib,finished,1.9933950901031494,1658.4926280975342,False,731.2964653720264,[],"[6.34, 12.47, 26.64, 75.56, 223.72, 602.74, 666.12, 35.07]",[],[],[],[],[]
prop_006_0.015.vnnlib,finished,2.661771297454834,2265.656976699829,False,2956.351264174771,[],"[10.18, 19.03, 56.17, 188.21, 556.07, 675.71, 709.16, 40.4]",[],[],[],[],[]
prop_007_0.015.vnnlib,lirpa classified
prop_008_0.015.vnnlib,finished,21.957242250442505,2636.895721435547,False,21375.0428600182,[],"[12.54, 31.81, 96.0, 352.84, 638.16, 689.43, 741.17, 44.7]",[],[],[],[],[]
prop_009_0.015.vnnlib,finished,2.269111394882202,1819.222362279892,False,1182.2899305208805,[],"[9.67, 14.7, 34.66, 102.3, 297.54, 632.55, 680.88, 36.84]",[],[],[],[],[]
prop_010_0.015.vnnlib,finished,67.99127912521362,1422.4074838161469,False,847.5259575609318,[],"[6.29, 12.7, 24.09, 59.94, 156.5, 395.42, 657.0, 34.76]",[],[],[],[],[]
prop_011_0.015.vnnlib,finished,2.5111241340637207,2416.628868341446,False,4204.14192123089,[],"[11.99, 24.77, 71.64, 212.31, 620.14, 708.34, 716.53, 40.33]",[],[],[],[],[]
